bl,,fitcbsa alone,,fbsaalone2,,fbsaalone3,,ph5 1,,ph5 2,,pH 5 3,,pH 6 1,,pH 6 2,,pH 6 3,,pH 7 1,,pH 7 2,,pH 7 3,,pH 8 1,,pH 8 2,,pH 8 3,,pH 9 1,,pH 9 2,,pH 9 3,,pH 10 1,,pH 10 2,,pH 10 3,,pH 11 1,,pH 11 2,,pH 11 3,,
538.9500122,-2.348389387,538.9500122,78.47690582,538.9500122,76.95584106,538.9500122,76.55014038,538.9500122,0.2092154026,538.9500122,0.05866551399,538.9500122,1.051049948,538.9500122,3.235984087,538.9500122,7.75947094,538.9500122,6.870510101,538.9500122,13.97955608,538.9500122,6.778855324,538.9500122,7.490824699,538.9500122,8.548757553,538.9500122,11.84569168,538.9500122,15.59244823,538.9500122,34.93170547,538.9500122,17.845438,538.9500122,57.18863297,538.9500122,225.4407501,538.9500122,309.421051,538.9500122,288.6052856,538.9500122,370.8226624,538.9500122,381.2025757,538.9500122,354.9910583,
540,-2.366845131,540,75.55145264,540,74.40341187,540,73.60321045,540,0.1915841103,540,-0.001140117645,540,1.115468502,540,3.09662652,540,7.678843498,540,6.742036819,540,13.44847775,540,6.486983299,540,7.530424118,540,8.488843918,540,11.08495045,540,15.370368,540,33.46133041,540,17.02080917,540,55.37707901,540,217.3502655,540,299.5153503,540,267.840332,540,353.356842,540,368.8495483,540,336.0849915,
541.039978,-2.357506037,541.039978,72.53481293,541.039978,70.25228882,541.039978,70.4254303,541.039978,0.07871437073,541.039978,0.01732897758,541.039978,0.8369162083,541.039978,2.8885777,541.039978,7.2948246,541.039978,6.596392632,541.039978,13.58336735,541.039978,6.181609154,541.039978,7.095985413,541.039978,8.069862366,541.039978,10.66191101,541.039978,14.38813877,541.039978,32.75782013,541.039978,16.58524513,541.039978,53.71703339,541.039978,206.8622742,541.039978,288.5162048,541.039978,257.8718262,541.039978,343.6367188,541.039978,349.0930786,541.039978,331.3055725,
541.9400024,-2.33005619,541.9400024,69.93562317,541.9400024,68.63489532,541.9400024,68.22171783,541.9400024,-0.05829381943,541.9400024,0.168207407,541.9400024,0.8130142689,541.9400024,2.844152212,541.9400024,6.965595245,541.9400024,6.405404091,541.9400024,12.7378912,541.9400024,5.897806168,541.9400024,6.984102249,541.9400024,7.898803711,541.9400024,10.48204613,541.9400024,14.61759472,541.9400024,31.33050919,541.9400024,16.07001114,541.9400024,53.24656296,541.9400024,202.291275,541.9400024,275.1443481,541.9400024,257.605896,541.9400024,327.809906,541.9400024,336.8512268,541.9400024,313.1424255,
542.9799805,-2.328794479,542.9799805,68.67825317,542.9799805,64.96861267,542.9799805,66.12320709,542.9799805,-0.2063648701,542.9799805,-0.03182435036,542.9799805,0.7905681133,542.9799805,2.867585897,542.9799805,6.682065964,542.9799805,6.100427628,542.9799805,12.2014761,542.9799805,5.76264286,542.9799805,6.76307106,542.9799805,7.4790802,542.9799805,10.28626537,542.9799805,13.35315514,542.9799805,30.13180542,542.9799805,14.68704319,542.9799805,49.95659637,542.9799805,195.1224365,542.9799805,265.4873047,542.9799805,244.8165283,542.9799805,316.789856,542.9799805,328.0740356,542.9799805,302.1894531,
544.0200195,-2.31983757,544.0200195,65.64123535,544.0200195,63.89947128,544.0200195,63.92865372,544.0200195,-0.169573307,544.0200195,-0.1273760796,544.0200195,0.5819103718,544.0200195,2.626476526,544.0200195,6.66528511,544.0200195,5.811652184,544.0200195,11.69778061,544.0200195,5.435031891,544.0200195,6.435647011,544.0200195,7.177778244,544.0200195,9.826800346,544.0200195,13.52707767,544.0200195,29.07484436,544.0200195,14.68734646,544.0200195,48.03153229,544.0200195,183.971283,544.0200195,255.7893829,544.0200195,238.1542816,544.0200195,302.168396,544.0200195,313.8046875,544.0200195,287.2464294,
545.0700073,-2.329242706,545.0700073,64.53981781,545.0700073,63.10666275,545.0700073,60.83218002,545.0700073,-0.09701299667,545.0700073,-0.2617168427,545.0700073,0.6177864075,545.0700073,2.567904711,545.0700073,6.55547142,545.0700073,5.544905663,545.0700073,11.17260551,545.0700073,5.355132103,545.0700073,6.069952965,545.0700073,6.886973381,545.0700073,9.398005486,545.0700073,12.71996689,545.0700073,27.52223969,545.0700073,14.83900166,545.0700073,45.89906311,545.0700073,176.8956604,545.0700073,243.4382019,545.0700073,223.9352112,545.0700073,296.7237854,545.0700073,305.359436,545.0700073,276.7912598,
545.9699707,-2.385846138,545.9699707,60.76432037,545.9699707,61.0116272,545.9699707,60.07801056,545.9699707,-0.2926065922,545.9699707,-0.2089223862,545.9699707,0.4986906052,545.9699707,2.496380091,545.9699707,6.0254879,545.9699707,5.524918556,545.9699707,10.83797836,545.9699707,5.022616386,545.9699707,5.989954948,545.9699707,6.639379501,545.9699707,9.163731575,545.9699707,12.31142139,545.9699707,27.44790649,545.9699707,13.95979404,545.9699707,44.90477753,545.9699707,173.3814697,545.9699707,235.9481049,545.9699707,220.4202423,545.9699707,285.3654785,545.9699707,292.7060547,545.9699707,272.4214478,
547.0100098,-2.338843822,547.0100098,58.07951355,547.0100098,57.65044403,547.0100098,58.44238663,547.0100098,-0.1927137375,547.0100098,-0.2618429661,547.0100098,0.5493330956,547.0100098,2.369306803,547.0100098,5.691906929,547.0100098,5.267100334,547.0100098,10.62276649,547.0100098,4.762025833,547.0100098,5.881270409,547.0100098,6.58854866,547.0100098,8.941724777,547.0100098,12.14326382,547.0100098,26.27228737,547.0100098,13.83089542,547.0100098,43.3834343,547.0100098,166.3053436,547.0100098,227.0957947,547.0100098,210.5145416,547.0100098,278.8129883,547.0100098,285.7065735,547.0100098,258.8052063,
548.0499878,-2.319161654,548.0499878,56.67292404,548.0499878,55.44500351,548.0499878,55.20374298,548.0499878,-0.2010743618,548.0499878,-0.221735239,548.0499878,0.5587208271,548.0499878,2.235315561,548.0499878,5.819871902,548.0499878,5.054945946,548.0499878,10.42961693,548.0499878,4.927435875,548.0499878,5.505095482,548.0499878,6.507855415,548.0499878,8.664707184,548.0499878,11.92785072,548.0499878,25.81141472,548.0499878,12.98338795,548.0499878,41.74237442,548.0499878,161.3309021,548.0499878,220.5924988,548.0499878,205.5904083,548.0499878,260.6573181,548.0499878,270.7991333,548.0499878,255.8025665,
548.9500122,-2.395090342,548.9500122,55.28845215,548.9500122,54.27296448,548.9500122,54.20832825,548.9500122,-0.1673920155,548.9500122,-0.3319683075,548.9500122,0.5085241795,548.9500122,2.048938036,548.9500122,5.72516346,548.9500122,4.893275261,548.9500122,9.890532494,548.9500122,4.423134804,548.9500122,5.665483475,548.9500122,5.978438377,548.9500122,8.070205688,548.9500122,10.94343758,548.9500122,25.056633,548.9500122,12.843256,548.9500122,41.16439438,548.9500122,156.7812653,548.9500122,217.0020905,548.9500122,198.4902039,548.9500122,255.0221405,548.9500122,269.2421875,548.9500122,245.2676849,
550,-2.280074835,550,53.37358093,550,52.93711472,550,52.32041931,550,-0.4526234865,550,-0.3722171783,550,0.3330934048,550,1.845734358,550,5.590362549,550,4.696581841,550,9.477784157,550,4.391765594,550,5.154574394,550,5.847710609,550,7.753190994,550,10.84685993,550,23.49741173,550,11.98738289,550,39.39517593,550,149.9806976,550,206.8310699,550,189.5018158,550,246.7705688,550,256.1984253,550,233.5590973,
551.039978,-2.319619656,551.039978,51.72283554,551.039978,52.15682983,551.039978,50.83647156,551.039978,-0.2375152111,551.039978,-0.5522947311,551.039978,0.448338747,551.039978,1.783388853,551.039978,5.157939911,551.039978,4.693522453,551.039978,9.161598206,551.039978,4.23309803,551.039978,4.87691021,551.039978,5.444093704,551.039978,7.82868576,551.039978,10.6937151,551.039978,22.70628548,551.039978,11.83070183,551.039978,38.10588074,551.039978,146.986908,551.039978,197.4196014,551.039978,182.6246948,551.039978,238.6539917,551.039978,245.7364655,551.039978,229.3982086,
551.9400024,-2.347493649,551.9400024,49.80860519,551.9400024,50.11643219,551.9400024,49.70926666,551.9400024,-0.3123784065,551.9400024,-0.3438148499,551.9400024,0.3660850525,551.9400024,1.831617594,551.9400024,5.043229103,551.9400024,4.468720436,551.9400024,9.235264778,551.9400024,4.256893158,551.9400024,4.757824898,551.9400024,5.228421211,551.9400024,7.301339149,551.9400024,10.30252647,551.9400024,22.1867981,551.9400024,11.43328381,551.9400024,37.74968338,551.9400024,140.9280548,551.9400024,193.2410736,551.9400024,177.2587585,551.9400024,231.59758,551.9400024,242.3505249,551.9400024,224.5418243,
552.9799805,-2.310374975,552.9799805,48.63701248,552.9799805,47.63941193,552.9799805,47.10484695,552.9799805,-0.3180012703,552.9799805,-0.3783804178,552.9799805,0.3840177059,552.9799805,1.541372776,552.9799805,4.9316082,552.9799805,4.366207123,552.9799805,8.64484024,552.9799805,4.000592232,552.9799805,4.636363029,552.9799805,5.476223946,552.9799805,7.269636154,552.9799805,9.971502304,552.9799805,21.61715889,552.9799805,10.95982838,552.9799805,36.53847885,552.9799805,135.8662109,552.9799805,188.2641754,552.9799805,170.2626801,552.9799805,221.9191589,552.9799805,236.1160126,552.9799805,215.3194427,
554.0200195,-2.357450008,554.0200195,46.6369133,554.0200195,47.51029205,554.0200195,46.16884613,554.0200195,-0.4168503284,554.0200195,-0.4997209311,554.0200195,0.1259689331,554.0200195,1.78662324,554.0200195,4.717598915,554.0200195,4.263777733,554.0200195,8.305737495,554.0200195,3.709804296,554.0200195,4.613100052,554.0200195,4.929934502,554.0200195,6.924918175,554.0200195,9.338112831,554.0200195,20.88561058,554.0200195,10.55704308,554.0200195,35.22549438,554.0200195,130.2184753,554.0200195,183.9670563,554.0200195,170.2259521,554.0200195,220.8995972,554.0200195,225.8960571,554.0200195,207.2877655,
555.0700073,-2.347889423,555.0700073,46.14606476,555.0700073,45.67752457,555.0700073,43.71022034,555.0700073,-0.4543374777,555.0700073,-0.6198954582,555.0700073,0.09235620499,555.0700073,1.570790052,555.0700073,4.220212936,555.0700073,4.041377068,555.0700073,8.099106789,555.0700073,3.522218943,555.0700073,4.491675377,555.0700073,5.150800705,555.0700073,6.812745094,555.0700073,9.313179016,555.0700073,20.43421364,555.0700073,9.978286743,555.0700073,34.19163513,555.0700073,128.1357727,555.0700073,177.2612,555.0700073,165.2173462,555.0700073,210.0873108,555.0700073,216.7186584,555.0700073,199.3838806,
555.9699707,-2.416802168,555.9699707,44.50196838,555.9699707,43.03733063,555.9699707,44.31389999,555.9699707,-0.5398875475,555.9699707,-0.5328044891,555.9699707,0.1205685139,555.9699707,1.466425896,555.9699707,4.509221077,555.9699707,4.113733292,555.9699707,7.490077019,555.9699707,3.24741292,555.9699707,4.38093853,555.9699707,4.724844933,555.9699707,6.611701965,555.9699707,9.269328117,555.9699707,19.65470695,555.9699707,9.998387337,555.9699707,33.36740112,555.9699707,123.1160507,555.9699707,166.4716949,555.9699707,156.843399,555.9699707,205.8020172,555.9699707,212.8484802,555.9699707,194.4710846,
557.0100098,-2.386006594,557.0100098,42.93507767,557.0100098,41.74298096,557.0100098,42.59932709,557.0100098,-0.4947838783,557.0100098,-0.637856245,557.0100098,0.02564167976,557.0100098,1.294583082,557.0100098,4.125162125,557.0100098,3.8262918,557.0100098,7.362794876,557.0100098,3.261059523,557.0100098,3.996059656,557.0100098,4.456751823,557.0100098,6.005764961,557.0100098,8.649009705,557.0100098,18.59857941,557.0100098,9.74516964,557.0100098,31.96543121,557.0100098,119.6023712,557.0100098,164.8183441,557.0100098,150.5719299,557.0100098,195.1860809,557.0100098,202.874527,557.0100098,184.6065826,
558.0499878,-2.385969877,558.0499878,41.59443283,558.0499878,41.05427933,558.0499878,40.59587097,558.0499878,-0.6883175373,558.0499878,-0.5929735899,558.0499878,0.04552483559,558.0499878,1.419275045,558.0499878,4.042439461,558.0499878,3.742930174,558.0499878,6.948775291,558.0499878,3.068119287,558.0499878,3.76994729,558.0499878,4.321202278,558.0499878,6.145992279,558.0499878,8.479945183,558.0499878,18.62210655,558.0499878,9.075798988,558.0499878,31.56066513,558.0499878,115.9558334,558.0499878,161.5868683,558.0499878,150.0880127,558.0499878,192.1566162,558.0499878,198.6947174,558.0499878,183.8615875,
558.9500122,-2.26359272,558.9500122,39.90434265,558.9500122,41.10852432,558.9500122,39.83203506,558.9500122,-0.6033420563,558.9500122,-0.6496325731,558.9500122,-0.02997326851,558.9500122,1.315204144,558.9500122,3.932548761,558.9500122,3.555772543,558.9500122,7.065475464,558.9500122,3.074311018,558.9500122,3.637346029,558.9500122,3.975854158,558.9500122,5.657258987,558.9500122,8.412752151,558.9500122,18.22816467,558.9500122,9.24732399,558.9500122,30.0564003,558.9500122,114.631424,558.9500122,157.4622345,558.9500122,143.866684,558.9500122,185.9313507,558.9500122,191.729126,558.9500122,176.4089966,
560,-2.298219204,560,38.70729065,560,38.58891296,560,38.96318054,560,-0.5708411932,560,-0.6851418018,560,-0.1140341759,560,1.114615917,560,3.822949648,560,3.292417765,560,6.845119476,560,3.170829058,560,3.444744349,560,3.945837736,560,5.720849991,560,8.136652946,560,17.07153702,560,8.753787041,560,29.5655365,560,111.0613327,560,152.8519897,560,140.5130463,560,183.5800171,560,184.7128448,560,170.7145538,
561.0200195,-2.279275894,561.0200195,38.27098846,561.0200195,37.50588608,561.0200195,37.67152405,561.0200195,-0.5798820257,561.0200195,-0.6931545734,561.0200195,-0.0926296711,561.0200195,1.224734545,561.0200195,3.510701418,561.0200195,3.141622305,561.0200195,6.577746391,561.0200195,2.647822142,561.0200195,3.353443861,561.0200195,3.719345331,561.0200195,5.477783203,561.0200195,7.688718796,561.0200195,16.87816048,561.0200195,8.445135117,561.0200195,28.36158752,561.0200195,107.4521332,561.0200195,146.3156128,561.0200195,136.0590363,561.0200195,172.4406433,561.0200195,179.0404968,561.0200195,166.5987091,
562.0499878,-2.3664608,562.0499878,36.77536392,562.0499878,35.90319824,562.0499878,36.17904663,562.0499878,-0.7638269663,562.0499878,-0.7282018661,562.0499878,-0.3180954456,562.0499878,0.9848906994,562.0499878,3.354240179,562.0499878,2.99488616,562.0499878,6.304831505,562.0499878,2.416964293,562.0499878,3.136308908,562.0499878,3.678447008,562.0499878,5.288912773,562.0499878,7.401666641,562.0499878,16.16302872,562.0499878,7.888289452,562.0499878,27.16919327,562.0499878,103.2355576,562.0499878,144.0701599,562.0499878,128.2709198,562.0499878,169.5092621,562.0499878,174.6944275,562.0499878,162.2586823,
562.9400024,-2.366667747,562.9400024,35.20114899,562.9400024,35.44047928,562.9400024,34.81443405,562.9400024,-0.6898938417,562.9400024,-0.8094521761,562.9400024,-0.3511221409,562.9400024,0.9488666058,562.9400024,3.256300211,562.9400024,3.001497984,562.9400024,5.716615677,562.9400024,2.447229624,562.9400024,3.088390589,562.9400024,3.56067872,562.9400024,4.893871307,562.9400024,7.427900314,562.9400024,15.37508869,562.9400024,7.85882473,562.9400024,26.66081429,562.9400024,100.8474274,562.9400024,136.8193207,562.9400024,128.0021667,562.9400024,167.7197266,562.9400024,168.3564758,562.9400024,156.3267822,
563.9699707,-2.33745122,563.9699707,34.28354263,563.9699707,33.9379921,563.9699707,33.59626007,563.9699707,-0.7402660847,563.9699707,-0.8332260847,563.9699707,-0.3321709633,563.9699707,0.90208745,563.9699707,2.909231901,563.9699707,2.705747843,563.9699707,5.698574066,563.9699707,2.341216326,563.9699707,2.78801322,563.9699707,3.266337156,563.9699707,4.62109375,563.9699707,7.010141373,563.9699707,15.07439327,563.9699707,7.323256493,563.9699707,25.67268181,563.9699707,96.90265656,563.9699707,134.6654816,563.9699707,123.0381622,563.9699707,157.4756165,563.9699707,162.5984802,563.9699707,152.5667572,
565,-2.367042065,565,33.24795151,565,32.70488739,565,32.72927094,565,-0.8729757071,565,-0.8848828077,565,-0.4865015745,565,0.7567579746,565,2.851025343,565,2.588421583,565,5.520235062,565,2.159188032,565,2.939794302,565,3.1261518,565,4.520226479,565,6.759030342,565,14.60311222,565,7.115631104,565,24.54139137,565,94.390625,565,128.5435944,565,120.1716766,565,155.7055664,565,159.7953644,565,143.9984741,
566.0200195,-2.405922413,566.0200195,32.46421814,566.0200195,31.18220139,566.0200195,31.63264847,566.0200195,-0.8754570484,566.0200195,-0.8788813353,566.0200195,-0.4695308208,566.0200195,0.5703504086,566.0200195,2.840161085,566.0200195,2.412419081,566.0200195,5.018256187,566.0200195,1.890099764,566.0200195,2.924597979,566.0200195,2.973031282,566.0200195,4.291522026,566.0200195,6.358573914,566.0200195,14.2151022,566.0200195,6.983228683,566.0200195,24.39185524,566.0200195,90.66031647,566.0200195,124.3125687,566.0200195,115.3205566,566.0200195,149.5010223,566.0200195,151.2641754,566.0200195,139.0204163,
567.0499878,-2.414598227,567.0499878,31.19841003,567.0499878,30.96677017,567.0499878,30.09423447,567.0499878,-0.8703961372,567.0499878,-0.9357168674,567.0499878,-0.2804679871,567.0499878,0.4687919617,567.0499878,2.609843493,567.0499878,2.414726496,567.0499878,5.089031219,567.0499878,1.858327627,567.0499878,2.467582941,567.0499878,2.787905455,567.0499878,4.102270126,567.0499878,6.014975548,567.0499878,13.19645596,567.0499878,6.545983315,567.0499878,23.39930153,567.0499878,87.3059082,567.0499878,120.4333115,567.0499878,111.1274185,567.0499878,144.7476654,567.0499878,146.9609528,567.0499878,134.8122864,
567.9400024,-2.444329023,567.9400024,30.41064835,567.9400024,30.15589905,567.9400024,29.63754654,567.9400024,-0.9156138897,567.9400024,-0.9812707901,567.9400024,-0.5247508287,567.9400024,0.451985836,567.9400024,2.576874971,567.9400024,2.211665869,567.9400024,4.872086525,567.9400024,1.700597048,567.9400024,2.487156153,567.9400024,2.746081591,567.9400024,4.052316666,567.9400024,5.801399231,567.9400024,12.91418648,567.9400024,6.355741501,567.9400024,22.48130417,567.9400024,84.34924316,567.9400024,117.0973969,567.9400024,107.8131866,567.9400024,139.5088501,567.9400024,139.4264374,567.9400024,130.0141449,
568.9699707,-2.30012989,568.9699707,28.83567238,568.9699707,29.16210556,568.9699707,28.10224533,568.9699707,-0.9037204981,568.9699707,-1.081285834,568.9699707,-0.6633871794,568.9699707,0.3907177448,568.9699707,2.499080896,568.9699707,2.125168085,568.9699707,4.67899704,568.9699707,1.6454494,568.9699707,2.163648367,568.9699707,2.519050837,568.9699707,3.641030073,568.9699707,5.534895897,568.9699707,12.65389347,568.9699707,6.062347412,568.9699707,21.269701,568.9699707,81.34225464,568.9699707,112.1722794,568.9699707,102.4798965,568.9699707,133.7155914,568.9699707,138.1863251,568.9699707,126.9990997,
570,-2.347919226,570,27.50712776,570,27.59453392,570,26.79619789,570,-0.9885179996,570,-1.044305325,570,-0.713351965,570,0.2789754868,570,2.250891924,570,1.909428358,570,4.261315346,570,1.513273001,570,2.029933691,570,2.319772005,570,3.623969316,570,5.349471092,570,12.0823555,570,5.551631927,570,20.69080353,570,77.5592041,570,106.1476212,570,98.83876038,570,130.390213,570,131.1703339,570,119.6541901,
571.039978,-2.308450222,571.039978,26.2609024,571.039978,27.09950829,571.039978,25.86191177,571.039978,-1.077232361,571.039978,-1.059991479,571.039978,-0.6678313017,571.039978,0.2654442787,571.039978,2.051961184,571.039978,1.698320627,571.039978,4.144795418,571.039978,1.309076786,571.039978,1.875717878,571.039978,2.267148256,571.039978,3.129497766,571.039978,5.03413105,571.039978,11.29878998,571.039978,5.451416016,571.039978,19.52619743,571.039978,75.38458252,571.039978,103.8658218,571.039978,95.1007843,571.039978,122.4560394,571.039978,128.937027,571.039978,114.653862,
571.9400024,-2.405294418,571.9400024,25.13158989,571.9400024,25.25889206,571.9400024,25.63271332,571.9400024,-1.085110068,571.9400024,-1.145882726,571.9400024,-0.6568911076,571.9400024,0.2808606625,571.9400024,2.028767824,571.9400024,1.596654177,571.9400024,3.906164885,571.9400024,1.065312862,571.9400024,1.734536409,571.9400024,2.046725035,571.9400024,3.119878054,571.9400024,4.808551788,571.9400024,11.18369198,571.9400024,5.248930931,571.9400024,18.51497269,571.9400024,73.26295471,571.9400024,101.087326,571.9400024,91.68830109,571.9400024,118.6235123,571.9400024,121.8967056,571.9400024,113.855011,
572.9799805,-2.327066898,572.9799805,24.9509182,572.9799805,25.0366993,572.9799805,24.0598011,572.9799805,-1.059243083,572.9799805,-1.253875613,572.9799805,-0.8016918898,572.9799805,-0.06407761574,572.9799805,1.765033484,572.9799805,1.526470423,572.9799805,3.907109976,572.9799805,1.14497304,572.9799805,1.587541103,572.9799805,1.931081533,572.9799805,3.015770197,572.9799805,4.439596176,572.9799805,10.47151184,572.9799805,4.863767624,572.9799805,18.48997688,572.9799805,68.89836121,572.9799805,97.00538635,572.9799805,88.91836548,572.9799805,115.6766891,572.9799805,118.4103699,572.9799805,110.0575485,
574.0200195,-2.282613754,574.0200195,23.84540176,574.0200195,23.31574059,574.0200195,22.94345284,574.0200195,-1.143496871,574.0200195,-1.118565679,574.0200195,-0.8614726067,574.0200195,0.01608753204,574.0200195,1.64700675,574.0200195,1.390597105,574.0200195,3.820687056,574.0200195,1.087401867,574.0200195,1.50754714,574.0200195,1.58954215,574.0200195,2.622729063,574.0200195,4.099603653,574.0200195,10.29335117,574.0200195,4.519966125,574.0200195,17.22027779,574.0200195,66.77194214,574.0200195,91.19303894,574.0200195,84.73162842,574.0200195,110.1356354,574.0200195,113.0237198,574.0200195,104.1475372,
575.0700073,-2.356297016,575.0700073,22.40268898,575.0700073,22.02955818,575.0700073,21.96420479,575.0700073,-1.157990932,575.0700073,-1.319158196,575.0700073,-0.8869777918,575.0700073,-0.03627610207,575.0700073,1.520219564,575.0700073,1.228901148,575.0700073,3.266342402,575.0700073,0.8743155003,575.0700073,1.313576937,575.0700073,1.583631039,575.0700073,2.615752935,575.0700073,4.011441231,575.0700073,9.663189888,575.0700073,4.317438126,575.0700073,16.72385597,575.0700073,64.47623444,575.0700073,88.21328735,575.0700073,79.63352966,575.0700073,104.4916611,575.0700073,110.4233856,575.0700073,98.20862579,
575.9699707,-2.405038834,575.9699707,21.34639359,575.9699707,21.57923317,575.9699707,21.07646942,575.9699707,-1.314515829,575.9699707,-1.237892747,575.9699707,-0.9441236258,575.9699707,-0.2765800953,575.9699707,1.416287661,575.9699707,1.245654106,575.9699707,3.025223017,575.9699707,0.9080052376,575.9699707,1.21894908,575.9699707,1.368710995,575.9699707,2.366930246,575.9699707,3.883006811,575.9699707,9.086852074,575.9699707,3.913331747,575.9699707,15.92662716,575.9699707,60.62392807,575.9699707,84.76085663,575.9699707,77.45862579,575.9699707,100.1543579,575.9699707,102.8029099,575.9699707,95.2229538,
577.0100098,-2.404613495,577.0100098,20.77914238,577.0100098,20.79187012,577.0100098,20.26467896,577.0100098,-1.127998352,577.0100098,-1.354989052,577.0100098,-0.9851498604,577.0100098,-0.1898498535,577.0100098,1.26850462,577.0100098,0.9656202793,577.0100098,3.038668871,577.0100098,0.7499744892,577.0100098,1.010273933,577.0100098,1.33859539,577.0100098,2.408430815,577.0100098,3.77517581,577.0100098,8.684583664,577.0100098,3.794903517,577.0100098,15.17045116,577.0100098,59.98361969,577.0100098,81.96231842,577.0100098,75.41242981,577.0100098,95.79714966,577.0100098,101.8306732,577.0100098,90.97950745,
578.0499878,-2.270525694,578.0499878,19.58572197,578.0499878,18.96733665,578.0499878,19.45917702,578.0499878,-1.212569833,578.0499878,-1.224948049,578.0499878,-0.9910326004,578.0499878,-0.4565806389,578.0499878,1.090189457,578.0499878,0.9805021286,578.0499878,2.643764257,578.0499878,0.5969157219,578.0499878,1.058795452,578.0499878,1.249325752,578.0499878,2.188566923,578.0499878,3.537495852,578.0499878,8.310603142,578.0499878,3.353352308,578.0499878,14.71664906,578.0499878,56.77159882,578.0499878,78.0683136,578.0499878,72.47695923,578.0499878,92.65804291,578.0499878,94.92874146,578.0499878,88.54465485,
578.9500122,-2.39541173,578.9500122,19.00304031,578.9500122,18.86665726,578.9500122,18.60229874,578.9500122,-1.4198879,578.9500122,-1.38876009,578.9500122,-0.9558033943,578.9500122,-0.2958517075,578.9500122,1.031089544,578.9500122,0.8859272003,578.9500122,2.415341139,578.9500122,0.4785487652,578.9500122,0.7830629349,578.9500122,1.103984594,578.9500122,1.878192186,578.9500122,3.295305967,578.9500122,7.976013184,578.9500122,3.362876177,578.9500122,13.62548542,578.9500122,54.36816025,578.9500122,74.17182159,578.9500122,69.53781128,578.9500122,90.19573975,578.9500122,91.79359436,578.9500122,82.78141785,
